VARIABLES = "x","y","omega_nondim","k_nondim"
ZONE T="CFL3D, x=29.2468"
 2.924682999E+01 9.884184599E-01 3.523344731E-06 1.250011846E-03
 2.924682999E+01 9.893756509E-01 3.519347956E-06 1.248114626E-03
 2.924682999E+01 9.903173447E-01 3.515411890E-06 1.246246393E-03
 2.924682999E+01 9.912438393E-01 3.511536079E-06 1.244406449E-03
 2.924682999E+01 9.921552539E-01 3.507719612E-06 1.242594561E-03
 2.924682999E+01 9.930518866E-01 3.503961807E-06 1.240810612E-03
 2.924682999E+01 9.939339757E-01 3.500262210E-06 1.239054021E-03
 2.924682999E+01 9.948017001E-01 3.496619229E-06 1.237324206E-03
 2.924682999E+01 9.956552982E-01 3.493032864E-06 1.235621283E-03
 2.924682999E+01 9.964950085E-01 3.489501978E-06 1.233944669E-03
 2.924682999E+01 9.973208904E-01 3.486026344E-06 1.232294133E-03
 2.924682999E+01 9.981333613E-01 3.482604370E-06 1.230669208E-03
 2.924682999E+01 9.989324808E-01 3.479236511E-06 1.229069661E-03
 2.924682999E+01 9.997184873E-01 3.475921176E-06 1.227495144E-03
 2.924682999E+01 1.000491500E+00 3.472658136E-06 1.225945540E-03
 2.924682999E+01 1.001251936E+00 3.469446028E-06 1.224420033E-03
 2.924682999E+01 1.001999736E+00 3.466285307E-06 1.222918741E-03
 2.924682999E+01 1.002735257E+00 3.463174153E-06 1.221441082E-03
 2.924682999E+01 1.003471375E+00 3.460058451E-06 1.219961210E-03
 2.924682999E+01 1.004227161E+00 3.456857030E-06 1.218440593E-03
 2.924682999E+01 1.005003214E+00 3.453567842E-06 1.216878300E-03
 2.924682999E+01 1.005800247E+00 3.450187705E-06 1.215272699E-03
 2.924682999E+01 1.006619096E+00 3.446712753E-06 1.213622047E-03
 2.924682999E+01 1.007460237E+00 3.443140258E-06 1.211925060E-03
 2.924682999E+01 1.008324623E+00 3.439466582E-06 1.210179995E-03
 2.924682999E+01 1.009212971E+00 3.435688313E-06 1.208385103E-03
 2.924682999E+01 1.010126352E+00 3.431801133E-06 1.206538640E-03
 2.924682999E+01 1.011065245E+00 3.427801857E-06 1.204638742E-03
 2.924682999E+01 1.012030721E+00 3.423686167E-06 1.202683663E-03
 2.924682999E+01 1.013023734E+00 3.419449513E-06 1.200671075E-03
 2.924682999E+01 1.014045238E+00 3.415088258E-06 1.198599348E-03
 2.924682999E+01 1.015096068E+00 3.410597628E-06 1.196466153E-03
 2.924682999E+01 1.016177177E+00 3.405973530E-06 1.194269513E-03
 2.924682999E+01 1.017289758E+00 3.401211188E-06 1.192007330E-03
 2.924682999E+01 1.018434882E+00 3.396304692E-06 1.189676696E-03
 2.924682999E+01 1.019613743E+00 3.391249493E-06 1.187275513E-03
 2.924682999E+01 1.020827293E+00 3.386040362E-06 1.184801338E-03
 2.924682999E+01 1.022076726E+00 3.380672069E-06 1.182251493E-03
 2.924682999E+01 1.023363590E+00 3.375137794E-06 1.179623068E-03
 2.924682999E+01 1.024688840E+00 3.369432761E-06 1.176913735E-03
 2.924682999E+01 1.026053905E+00 3.363550377E-06 1.174120232E-03
 2.924682999E+01 1.027459979E+00 3.357484729E-06 1.171239885E-03
 2.924682999E+01 1.028908730E+00 3.351228770E-06 1.168269431E-03
 2.924682999E+01 1.030401587E+00 3.344775450E-06 1.165205380E-03
 2.924682999E+01 1.031939864E+00 3.338118177E-06 1.162045053E-03
 2.924682999E+01 1.033525229E+00 3.331249445E-06 1.158784609E-03
 2.924682999E+01 1.035159469E+00 3.324161071E-06 1.155420090E-03
 2.924682999E+01 1.036844015E+00 3.316845778E-06 1.151948352E-03
 2.924682999E+01 1.038580537E+00 3.309294243E-06 1.148365089E-03
 2.924682999E+01 1.040371060E+00 3.301497372E-06 1.144665759E-03
 2.924682999E+01 1.042217255E+00 3.293444934E-06 1.140845474E-03
 2.924682999E+01 1.044121146E+00 3.285125786E-06 1.136898994E-03
 2.924682999E+01 1.046084523E+00 3.276528332E-06 1.132820849E-03
 2.924682999E+01 1.048109651E+00 3.267640068E-06 1.128604868E-03
 2.924682999E+01 1.050198555E+00 3.258447123E-06 1.124244300E-03
 2.924682999E+01 1.052353382E+00 3.248936082E-06 1.119732857E-03
 2.924682999E+01 1.054576278E+00 3.239091711E-06 1.115063322E-03
 2.924682999E+01 1.056869864E+00 3.228898777E-06 1.110228011E-03
 2.924682999E+01 1.059236288E+00 3.218341362E-06 1.105219242E-03
 2.924682999E+01 1.061678171E+00 3.207402870E-06 1.100029564E-03
 2.924682999E+01 1.064198136E+00 3.196066018E-06 1.094650361E-03
 2.924682999E+01 1.066798687E+00 3.184313755E-06 1.089073718E-03
 2.924682999E+01 1.069482565E+00 3.172128572E-06 1.083291369E-03
 2.924682999E+01 1.072252870E+00 3.159491143E-06 1.077294350E-03
 2.924682999E+01 1.075112343E+00 3.146383506E-06 1.071074046E-03
 2.924682999E+01 1.078064203E+00 3.132785650E-06 1.064621611E-03
 2.924682999E+01 1.081111312E+00 3.118678933E-06 1.057928079E-03
 2.924682999E+01 1.084257126E+00 3.104041298E-06 1.050983788E-03
 2.924682999E+01 1.087505102E+00 3.088852054E-06 1.043779077E-03
 2.924682999E+01 1.090858459E+00 3.073089601E-06 1.036304166E-03
 2.924682999E+01 1.094321012E+00 3.056729838E-06 1.028548577E-03
 2.924682999E+01 1.097896338E+00 3.039749799E-06 1.020501833E-03
 2.924682999E+01 1.101588488E+00 3.022123565E-06 1.012152410E-03
 2.924682999E+01 1.105401278E+00 3.003825441E-06 1.003489131E-03
 2.924682999E+01 1.109338760E+00 2.984827688E-06 9.944996564E-04
 2.924682999E+01 1.113405347E+00 2.965101430E-06 9.851718787E-04
 2.924682999E+01 1.117605448E+00 2.944617108E-06 9.754926432E-04
 2.924682999E+01 1.121943355E+00 2.923343800E-06 9.654490859E-04
 2.924682999E+01 1.126424074E+00 2.901248536E-06 9.550270624E-04
 2.924682999E+01 1.131052375E+00 2.878298574E-06 9.442131268E-04
 2.924682999E+01 1.135833144E+00 2.854457989E-06 9.329924942E-04
 2.924682999E+01 1.140771747E+00 2.829691766E-06 9.213509620E-04
 2.924682999E+01 1.145873427E+00 2.803962616E-06 9.092736291E-04
 2.924682999E+01 1.151143789E+00 2.777232112E-06 8.967457106E-04
 2.924682999E+01 1.156588554E+00 2.749460918E-06 8.837520145E-04
 2.924682999E+01 1.162213683E+00 2.720608791E-06 8.702776977E-04
 2.924682999E+01 1.168025374E+00 2.690634574E-06 8.563077427E-04
 2.924682999E+01 1.174029827E+00 2.659496658E-06 8.418277721E-04
 2.924682999E+01 1.180233836E+00 2.627151389E-06 8.268228848E-04
 2.924682999E+01 1.186643958E+00 2.593556474E-06 8.112795767E-04
 2.924682999E+01 1.193267107E+00 2.558668029E-06 7.951843436E-04
 2.924682999E+01 1.200110912E+00 2.522441946E-06 7.785242633E-04
 2.924682999E+01 1.207182527E+00 2.484834567E-06 7.612879272E-04
 2.924682999E+01 1.214489937E+00 2.445802465E-06 7.434647996E-04
 2.924682999E+01 1.222041011E+00 2.405303348E-06 7.250458002E-04
 2.924682999E+01 1.229843974E+00 2.363295380E-06 7.060235948E-04
 2.924682999E+01 1.237907529E+00 2.319738996E-06 6.863930612E-04
 2.924682999E+01 1.246240377E+00 2.274597364E-06 6.661514053E-04
 2.924682999E+01 1.254851818E+00 2.227835012E-06 6.452985690E-04
 2.924682999E+01 1.263751268E+00 2.179421926E-06 6.238376955E-04
 2.924683189E+01 1.272948623E+00 2.129330824E-06 6.017755368E-04
 2.924683189E+01 1.282453656E+00 2.077541694E-06 5.791235599E-04
 2.924683189E+01 1.292277098E+00 2.024039532E-06 5.558971316E-04
 2.924683189E+01 1.302429676E+00 1.968817969E-06 5.321173812E-04
 2.924683189E+01 1.312922716E+00 1.911878144E-06 5.078108516E-04
 2.924683189E+01 1.323767543E+00 1.853233471E-06 4.830108956E-04
 2.924683189E+01 1.334976077E+00 1.792908165E-06 4.577575310E-04
 2.924683189E+01 1.346561074E+00 1.730938720E-06 4.320977896E-04
 2.924683189E+01 1.358534694E+00 1.667378910E-06 4.060874926E-04
 2.924683189E+01 1.370910645E+00 1.602297289E-06 3.797902318E-04
 2.924683189E+01 1.383702397E+00 1.535782303E-06 3.532787086E-04
 2.924683189E+01 1.396924019E+00 1.467942525E-06 3.266346757E-04
 2.924683189E+01 1.410590172E+00 1.398909149E-06 2.999493154E-04
 2.924683189E+01 1.424715996E+00 1.328837357E-06 2.733230649E-04
 2.924683189E+01 1.439316869E+00 1.257908934E-06 2.468658786E-04
 2.924683189E+01 1.454409003E+00 1.186333634E-06 2.206967765E-04
 2.924683189E+01 1.470009208E+00 1.114351562E-06 1.949436119E-04
 2.924683189E+01 1.486134648E+00 1.042236136E-06 1.697432017E-04
 2.924683189E+01 1.502803087E+00 9.702989701E-07 1.452413417E-04
 2.924683189E+01 1.520033002E+00 8.988949389E-07 1.215931334E-04
 2.924683189E+01 1.537843466E+00 8.284373507E-07 9.896597476E-05
 2.924683189E+01 1.556254268E+00 7.594250633E-07 7.754549006E-05
 2.924683189E+01 1.575285554E+00 6.925086495E-07 5.755117309E-05
 2.924683189E+01 1.594958425E+00 6.286567213E-07 3.927514990E-05
 2.924683189E+01 1.615294933E+00 5.696304584E-07 2.318847510E-05
 2.924683189E+01 1.636317134E+00 5.194080472E-07 1.024257108E-05
 2.924683189E+01 1.658048749E+00 4.869007739E-07 2.353352556E-06
 2.924683189E+01 1.680513620E+00 4.777024856E-07 1.676453820E-07
 2.924683189E+01 1.703736663E+00 4.770463988E-07 8.233353554E-09
 2.924683380E+01 1.727743626E+00 4.770266742E-07 3.630390877E-09
 2.924683380E+01 1.752561212E+00 4.770254236E-07 3.516734015E-09
 2.924683380E+01 1.778216839E+00 4.770246846E-07 3.514063485E-09
 2.924683380E+01 1.804738879E+00 4.770240025E-07 3.513981994E-09
 2.924683380E+01 1.832156897E+00 4.770232636E-07 3.513958236E-09
 2.924683380E+01 1.860501170E+00 4.770225814E-07 3.513936031E-09
 2.924683380E+01 1.889803410E+00 4.770219562E-07 3.513914493E-09
 2.924683380E+01 1.920095921E+00 4.770213309E-07 3.513893176E-09
 2.924683380E+01 1.951412439E+00 4.770207056E-07 3.513872304E-09
 2.924683380E+01 1.983787656E+00 4.770200803E-07 3.513851876E-09
 2.924683380E+01 2.017257452E+00 4.770195119E-07 3.513831892E-09
 2.924683380E+01 2.051859379E+00 4.770189435E-07 3.513812352E-09
 2.924683380E+01 2.087631702E+00 4.770183750E-07 3.513793256E-09
 2.924683380E+01 2.124613762E+00 4.770178066E-07 3.513774605E-09
 2.924683380E+01 2.162847519E+00 4.770172950E-07 3.513756397E-09
 2.924683571E+01 2.202374935E+00 4.770167834E-07 3.513738411E-09
 2.924683571E+01 2.243240118E+00 4.770163287E-07 3.513720870E-09
 2.924683571E+01 2.285488605E+00 4.770158171E-07 3.513703994E-09
 2.924683571E+01 2.329167604E+00 4.770153623E-07 3.513687119E-09
 2.924683571E+01 2.374325275E+00 4.770149076E-07 3.513670910E-09
 2.924683571E+01 2.421012402E+00 4.770144528E-07 3.513654923E-09
 2.924683571E+01 2.469280958E+00 4.770139981E-07 3.513639379E-09
 2.924683571E+01 2.519184351E+00 4.770135433E-07 3.513624058E-09
 2.924683571E+01 2.570778847E+00 4.770130886E-07 3.513609181E-09
 2.924683571E+01 2.624121666E+00 4.770126907E-07 3.513594526E-09
 2.924683762E+01 2.679272413E+00 4.770122359E-07 3.513580316E-09
 2.924683762E+01 2.736292362E+00 4.770118380E-07 3.513566327E-09
 2.924683762E+01 2.795245886E+00 4.770114401E-07 3.513552560E-09
 2.924683762E+01 2.856198311E+00 4.770109854E-07 3.513539015E-09
 2.924683762E+01 2.919217825E+00 4.770105875E-07 3.513525915E-09
 2.924683762E+01 2.984375238E+00 4.770101327E-07 3.513512814E-09
 2.924683762E+01 3.051743031E+00 4.770097348E-07 3.513499935E-09
 2.924683762E+01 3.121397018E+00 4.770092801E-07 3.513487279E-09
 2.924683952E+01 3.193414927E+00 4.770088253E-07 3.513474844E-09
 2.924683952E+01 3.267877340E+00 4.770083706E-07 3.513462632E-09
 2.924683952E+01 3.344867945E+00 4.770079158E-07 3.513450419E-09
 2.924683952E+01 3.424473286E+00 4.770074042E-07 3.513438429E-09
 2.924683952E+01 3.506781816E+00 4.770068927E-07 3.513426439E-09
 2.924683952E+01 3.591886997E+00 4.770063811E-07 3.513414670E-09
 2.924684143E+01 3.679883957E+00 4.770058695E-07 3.513402902E-09
 2.924684143E+01 3.770871401E+00 4.770053010E-07 3.513391134E-09
 2.924684143E+01 3.864952087E+00 4.770046758E-07 3.513379365E-09
 2.924684143E+01 3.962231159E+00 4.770041073E-07 3.513367597E-09
 2.924684143E+01 4.062819004E+00 4.770034820E-07 3.513355828E-09
 2.924684334E+01 4.166828156E+00 4.770027999E-07 3.513344060E-09
 2.924684334E+01 4.274375916E+00 4.770020610E-07 3.513332292E-09
 2.924684334E+01 4.385583878E+00 4.770013788E-07 3.513320301E-09
 2.924684334E+01 4.500577450E+00 4.770005830E-07 3.513308089E-09
 2.924684525E+01 4.619486809E+00 4.769997872E-07 3.513295876E-09
 2.924684525E+01 4.742445469E+00 4.769989346E-07 3.513283442E-09
 2.924684525E+01 4.869592667E+00 4.769980251E-07 3.513270785E-09
 2.924684525E+01 5.001072884E+00 4.769970587E-07 3.513257907E-09
 2.924684715E+01 5.137034893E+00 4.769960924E-07 3.513244584E-09
 2.924684715E+01 5.277632236E+00 4.769950124E-07 3.513231261E-09
 2.924684715E+01 5.423024654E+00 4.769939324E-07 3.513217495E-09
 2.924684715E+01 5.573377132E+00 4.769927955E-07 3.513203284E-09
 2.924684906E+01 5.728860378E+00 4.769915449E-07 3.513188851E-09
 2.924684906E+01 5.889651299E+00 4.769902944E-07 3.513173752E-09
 2.924684906E+01 6.055932522E+00 4.769889301E-07 3.513158431E-09
 2.924685097E+01 6.227894306E+00 4.769875090E-07 3.513142444E-09
 2.924685097E+01 6.405731678E+00 4.769860311E-07 3.513126234E-09
 2.924685097E+01 6.589647770E+00 4.769844395E-07 3.513109137E-09
 2.924685287E+01 6.779852867E+00 4.769827910E-07 3.513091595E-09
 2.924685287E+01 6.976564407E+00 4.769810857E-07 3.513073388E-09
 2.924685287E+01 7.180006981E+00 4.769792668E-07 3.513054514E-09
 2.924685478E+01 7.390414238E+00 4.769773341E-07 3.513034974E-09
 2.924685478E+01 7.608026981E+00 4.769753446E-07 3.513014768E-09
 2.924685669E+01 7.833095074E+00 4.769732413E-07 3.512993674E-09
 2.924685669E+01 8.065877914E+00 4.769710813E-07 3.512971691E-09
 2.924685669E+01 8.306641579E+00 4.769688076E-07 3.512948821E-09
 2.924685860E+01 8.555665016E+00 4.769663633E-07 3.512925284E-09
 2.924685860E+01 8.813235283E+00 4.769639190E-07 3.512900637E-09
 2.924686050E+01 9.079649925E+00 4.769613042E-07 3.512875324E-09
 2.924686050E+01 9.355215073E+00 4.769585757E-07 3.512848679E-09
 2.924686241E+01 9.640253067E+00 4.769557336E-07 3.512821145E-09
 2.924686241E+01 9.935091972E+00 4.769527777E-07 3.512792723E-09
 2.924686432E+01 1.024007607E+01 4.769496513E-07 3.512762969E-09
 2.924686432E+01 1.055555820E+01 4.769464681E-07 3.512732105E-09
 2.924686623E+01 1.088190651E+01 4.769431712E-07 3.512700353E-09
 2.924686623E+01 1.121950340E+01 4.769397037E-07 3.512667268E-09
 2.924686813E+01 1.156874180E+01 4.769360658E-07 3.512632851E-09
 2.924686813E+01 1.193003178E+01 4.769323709E-07 3.512597546E-09
 2.924687004E+01 1.230379677E+01 4.769285056E-07 3.512560687E-09
 2.924687004E+01 1.269047642E+01 4.769245265E-07 3.512522717E-09
 2.924687195E+01 1.309052658E+01 4.769203770E-07 3.512483415E-09
 2.924687195E+01 1.350441933E+01 4.769161137E-07 3.512443003E-09
 2.924687386E+01 1.393264294E+01 4.769116799E-07 3.512401037E-09
 2.924687576E+01 1.437570858E+01 4.769071325E-07 3.512357960E-09
 2.924687576E+01 1.483413982E+01 4.769024144E-07 3.512313329E-09
 2.924687767E+01 1.530848598E+01 4.768975259E-07 3.512267588E-09
 2.924687767E+01 1.579931355E+01 4.768925237E-07 3.512220514E-09
 2.924687958E+01 1.630721092E+01 4.768874078E-07 3.512171887E-09
 2.924688148E+01 1.683278847E+01 4.768821213E-07 3.512121927E-09
 2.924688148E+01 1.737668228E+01 4.768766644E-07 3.512070856E-09
 2.924688339E+01 1.793955040E+01 4.768710937E-07 3.512018232E-09
 2.924688530E+01 1.852207756E+01 4.768653525E-07 3.511964275E-09
 2.924688530E+01 1.912497330E+01 4.768594977E-07 3.511908986E-09
 2.924688721E+01 1.974898148E+01 4.768534723E-07 3.511852364E-09
 2.924688721E+01 2.039486694E+01 4.768473332E-07 3.511794633E-09
 2.924688911E+01 2.106342888E+01 4.768410804E-07 3.511735347E-09
 2.924689102E+01 2.175550270E+01 4.768346287E-07 3.511674951E-09
 2.924689102E+01 2.247195435E+01 4.768280633E-07 3.511613222E-09
 2.924689293E+01 2.321368217E+01 4.768213557E-07 3.511550384E-09
 2.924689484E+01 2.398162651E+01 4.768145345E-07 3.511486213E-09
 2.924689484E+01 2.477676964E+01 4.768075712E-07 3.511420932E-09
 2.924689674E+01 2.560013199E+01 4.768004942E-07 3.511354318E-09
 2.924689865E+01 2.645277977E+01 4.767933035E-07 3.511286817E-09
 2.924689865E+01 2.733582878E+01 4.767859991E-07 3.511218205E-09
 2.924690056E+01 2.825044060E+01 4.767785811E-07 3.511148483E-09
 2.924690056E+01 2.919783592E+01 4.767710493E-07 3.511077651E-09
 2.924690247E+01 3.017928505E+01 4.767634039E-07 3.511006152E-09
 2.924690437E+01 3.119612694E+01 4.767556732E-07 3.510933544E-09
 2.924690437E+01 3.224975967E+01 4.767478288E-07 3.510860047E-09
 2.924690628E+01 3.334165573E+01 4.767398991E-07 3.510785662E-09
 2.924690628E+01 3.447335434E+01 4.767318842E-07 3.510710611E-09
 2.924690628E+01 3.564648056E+01 4.767238124E-07 3.510634894E-09
 2.924690819E+01 3.686274338E+01 4.767156270E-07 3.510558289E-09
 2.924690819E+01 3.812394714E+01 4.767074131E-07 3.510481239E-09
 2.924690819E+01 3.943199921E+01 4.766991140E-07 3.510403301E-09
 2.924691010E+01 4.078890228E+01 4.766907296E-07 3.510324920E-09
 2.924691010E+01 4.219678879E+01 4.766823167E-07 3.510246094E-09
 2.924691010E+01 4.365792465E+01 4.766738471E-07 3.510166824E-09
 2.924691010E+01 4.517469406E+01 4.766653205E-07 3.510086888E-09
 2.924691010E+01 4.674965286E+01 4.766567656E-07 3.510006730E-09
 2.924691010E+01 4.838551331E+01 4.766481538E-07 3.509926128E-09
 2.924690819E+01 5.008517838E+01 4.766395136E-07 3.509845303E-09
 2.924690819E+01 5.185173416E+01 4.766308450E-07 3.509764257E-09
 2.924690628E+01 5.368849564E+01 4.766221480E-07 3.509682767E-09
 2.924690628E+01 5.559900665E+01 4.766134509E-07 3.509601054E-09
 2.924690437E+01 5.758708191E+01 4.766046970E-07 3.509519342E-09
 2.924690247E+01 5.965679169E+01 4.765959716E-07 3.509437629E-09
 2.924689865E+01 6.181252670E+01 4.765872177E-07 3.509355695E-09
 2.924689674E+01 6.405897522E+01 4.765784922E-07 3.509273983E-09
 2.924689293E+01 6.640118408E+01 4.765697952E-07 3.509192714E-09
 2.924688721E+01 6.884449768E+01 4.765611550E-07 3.509111890E-09
 2.924688339E+01 7.139461517E+01 4.765526285E-07 3.509032176E-09
 2.924687767E+01 7.405745697E+01 4.765442725E-07 3.508953794E-09
 2.924687004E+01 7.683917236E+01 4.765361723E-07 3.508878077E-09
 2.924686432E+01 7.974582672E+01 4.765284416E-07 3.508805690E-09
 2.924685478E+01 8.278316498E+01 4.765213362E-07 3.508739299E-09
 2.924684715E+01 8.595601654E+01 4.765151402E-07 3.508681345E-09
 2.924683952E+01 8.926735687E+01 4.765102801E-07 3.508635604E-09
 2.924683189E+01 9.271705627E+01 4.765073527E-07 3.508608293E-09
 2.924682617E+01 9.629940033E+01 4.765072958E-07 3.508607627E-09
 2.924682617E+01 1.000000000E+02 4.765080632E-07 3.508614954E-09
