VARIABLES = "x","u","y-y0"
 1.201481581E+00 9.071707129E-01 1.594664715E-02
 1.201481700E+00 9.119545817E-01 1.627152786E-02
 1.201481700E+00 9.166740775E-01 1.660302840E-02
 1.201481819E+00 9.213088155E-01 1.694128104E-02
 1.201481819E+00 9.258365035E-01 1.728642732E-02
 1.201481938E+00 9.302315116E-01 1.763860323E-02
 1.201482058E+00 9.344649315E-01 1.799795404E-02
 1.201482058E+00 9.385048151E-01 1.836462691E-02
 1.201482177E+00 9.423149228E-01 1.873876899E-02
 1.201482296E+00 9.458559155E-01 1.912053302E-02
 1.201482296E+00 9.490845799E-01 1.951007545E-02
 1.201482415E+00 9.519557357E-01 1.990755461E-02
 1.201482534E+00 9.544227719E-01 2.031313069E-02
 1.201482534E+00 9.564417601E-01 2.072697133E-02
 1.201482654E+00 9.579771161E-01 2.114924043E-02
 1.201482773E+00 9.590176940E-01 2.158011496E-02
 1.201482892E+00 9.596126080E-01 2.201976627E-02
 1.201482892E+00 9.598999619E-01 2.246837504E-02
 1.201483011E+00 9.600520730E-01 2.292612195E-02
 1.201483130E+00 9.601653218E-01 2.339319512E-02
 1.201483250E+00 9.602578282E-01 2.386978455E-02
 1.201483369E+00 9.603328705E-01 2.435608394E-02
 1.201483488E+00 9.603980780E-01 2.485229075E-02
 1.201483607E+00 9.604595304E-01 2.535860613E-02
 1.201483607E+00 9.605205655E-01 2.587523684E-02
 1.201483727E+00 9.605823159E-01 2.640239149E-02
 1.201483846E+00 9.606451392E-01 2.694028802E-02
 1.201483965E+00 9.607093334E-01 2.748914063E-02
 1.201484084E+00 9.607751369E-01 2.804917656E-02
 1.201484203E+00 9.608426094E-01 2.862062305E-02
 1.201484323E+00 9.609120488E-01 2.920371108E-02
 1.201484442E+00 9.609833360E-01 2.979867719E-02
 1.201484561E+00 9.610565901E-01 3.040576540E-02
 1.201484680E+00 9.611320496E-01 3.102522157E-02
 1.201484919E+00 9.612096548E-01 3.165729716E-02
 1.201485038E+00 9.612894058E-01 3.230225295E-02
 1.201485157E+00 9.613714218E-01 3.296034411E-02
 1.201485276E+00 9.614557028E-01 3.363184631E-02
 1.201485395E+00 9.615425467E-01 3.431702778E-02
 1.201485515E+00 9.616317153E-01 3.501616791E-02
 1.201485753E+00 9.617234468E-01 3.572954983E-02
 1.201485872E+00 9.618177414E-01 3.645746782E-02
 1.201485991E+00 9.619148374E-01 3.720021620E-02
 1.201486230E+00 9.620146155E-01 3.795809299E-02
 1.201486349E+00 9.621172547E-01 3.873141482E-02
 1.201486468E+00 9.622225761E-01 3.952048719E-02
 1.201486707E+00 9.623309970E-01 4.032563791E-02
 1.201486826E+00 9.624424577E-01 4.114719108E-02
 1.201487064E+00 9.625568986E-01 4.198548198E-02
 1.201487184E+00 9.626746178E-01 4.284085333E-02
 1.201487422E+00 9.627956152E-01 4.371364787E-02
 1.201487541E+00 9.629198909E-01 4.460422322E-02
 1.201487780E+00 9.630475640E-01 4.551294446E-02
 1.201487899E+00 9.631786942E-01 4.644018039E-02
 1.201488137E+00 9.633134007E-01 4.738630354E-02
 1.201488376E+00 9.634519219E-01 4.835170507E-02
 1.201488495E+00 9.635939598E-01 4.933677241E-02
 1.201488733E+00 9.637399316E-01 5.034191161E-02
 1.201488972E+00 9.638899565E-01 5.136752501E-02
 1.201489210E+00 9.640437365E-01 5.241403356E-02
 1.201489449E+00 9.642016888E-01 5.348186567E-02
 1.201489687E+00 9.643639326E-01 5.457144976E-02
 1.201489806E+00 9.645302892E-01 5.568323284E-02
 1.201490045E+00 9.647011161E-01 5.681766570E-02
 1.201490283E+00 9.648761749E-01 5.797521025E-02
 1.201490641E+00 9.650558829E-01 5.915633962E-02
 1.201490879E+00 9.652402997E-01 6.036153063E-02
 1.201491117E+00 9.654293060E-01 6.159127504E-02
 1.201491356E+00 9.656231403E-01 6.284607202E-02
 1.201491594E+00 9.658218622E-01 6.412643194E-02
 1.201491833E+00 9.660254717E-01 6.543288380E-02
 1.201492190E+00 9.662342668E-01 6.676594168E-02
 1.201492429E+00 9.664480686E-01 6.812616438E-02
 1.201492786E+00 9.666670561E-01 6.951409578E-02
 1.201493025E+00 9.668914080E-01 7.093030959E-02
 1.201493382E+00 9.671212435E-01 7.237536460E-02
 1.201493621E+00 9.673563838E-01 7.384987175E-02
 1.201493979E+00 9.675972462E-01 7.535441220E-02
 1.201494217E+00 9.678435922E-01 7.688960433E-02
 1.201494575E+00 9.680956602E-01 7.845607400E-02
 1.201494932E+00 9.683535099E-01 8.005446196E-02
 1.201495290E+00 9.686172009E-01 8.168540895E-02
 1.201495647E+00 9.688867927E-01 8.334958553E-02
 1.201496005E+00 9.691622853E-01 8.504766226E-02
 1.201496363E+00 9.694437981E-01 8.678033948E-02
 1.201496720E+00 9.697314501E-01 8.854831010E-02
 1.201497078E+00 9.700253010E-01 9.035230428E-02
 1.201497436E+00 9.703252316E-01 9.219304472E-02
 1.201497793E+00 9.706314802E-01 9.407129139E-02
 1.201498270E+00 9.709438682E-01 9.598780423E-02
 1.201498628E+00 9.712626338E-01 9.794336557E-02
 1.201499104E+00 9.715877771E-01 9.993876517E-02
 1.201499462E+00 9.719191790E-01 1.019748151E-01
 1.201499939E+00 9.722568393E-01 1.040523425E-01
 1.201500416E+00 9.726010561E-01 1.061721966E-01
 1.201500773E+00 9.729515314E-01 1.083352417E-01
 1.201501250E+00 9.733082652E-01 1.105423570E-01
 1.201501727E+00 9.736714959E-01 1.127944291E-01
 1.201502204E+00 9.740410447E-01 1.150923893E-01
 1.201502681E+00 9.744168520E-01 1.174371690E-01
 1.201503158E+00 9.747990370E-01 1.198297068E-01
 1.201503754E+00 9.751873016E-01 1.222710013E-01
 1.201504230E+00 9.755817056E-01 1.247620210E-01
 1.201504707E+00 9.759821892E-01 1.273037940E-01
 1.201505303E+00 9.763886333E-01 1.298973560E-01
 1.201505899E+00 9.768011570E-01 1.325437427E-01
 1.201506376E+00 9.772193432E-01 1.352440566E-01
 1.201506972E+00 9.776433110E-01 1.379993856E-01
 1.201507568E+00 9.780728221E-01 1.408108473E-01
 1.201508164E+00 9.785076976E-01 1.436795741E-01
 1.201508760E+00 9.789481163E-01 1.466067582E-01
 1.201509356E+00 9.793934226E-01 1.495935768E-01
 1.201510072E+00 9.798438549E-01 1.526412368E-01
 1.201510668E+00 9.802989960E-01 1.557510048E-01
 1.201511383E+00 9.807588458E-01 1.589241177E-01
 1.201511979E+00 9.812231064E-01 1.621618718E-01
 1.201512694E+00 9.816913009E-01 1.654655933E-01
 1.201513410E+00 9.821635485E-01 1.688366085E-01
 1.201514125E+00 9.826396704E-01 1.722763181E-01
 1.201514840E+00 9.831189513E-01 1.757861078E-01
 1.201515555E+00 9.836015701E-01 1.793673933E-01
 1.201516390E+00 9.840869904E-01 1.830216348E-01
 1.201517105E+00 9.845748544E-01 1.867503375E-01
 1.201517940E+00 9.850651026E-01 1.905549914E-01
 1.201518774E+00 9.855572581E-01 1.944371611E-01
 1.201519608E+00 9.860509634E-01 1.983984262E-01
 1.201520443E+00 9.865460396E-01 2.024403960E-01
 1.201521277E+00 9.870418906E-01 2.065647095E-01
 1.201522112E+00 9.875383377E-01 2.107730508E-01
 1.201523066E+00 9.880347252E-01 2.150671184E-01
 1.201523900E+00 9.885310531E-01 2.194486856E-01
 1.201524854E+00 9.890266061E-01 2.239194959E-01
 1.201525807E+00 9.895210862E-01 2.284814119E-01
 1.201526761E+00 9.900141358E-01 2.331362516E-01
 1.201527715E+00 9.905053973E-01 2.378859371E-01
 1.201528788E+00 9.909940362E-01 2.427323759E-01
 1.201529860E+00 9.914801717E-01 2.476775646E-01
 1.201530814E+00 9.919630885E-01 2.527234852E-01
 1.201531887E+00 9.924422503E-01 2.578722239E-01
 1.201533079E+00 9.929172993E-01 2.631258368E-01
 1.201534152E+00 9.933879375E-01 2.684864998E-01
 1.201535225E+00 9.938534498E-01 2.739563584E-01
 1.201536417E+00 9.943137765E-01 2.795376778E-01
 1.201537609E+00 9.947681427E-01 2.852326930E-01
 1.201538801E+00 9.952161908E-01 2.910437286E-01
 1.201540112E+00 9.956576824E-01 2.969731688E-01
 1.201541305E+00 9.960919023E-01 3.030233979E-01
 1.201542616E+00 9.965186715E-01 3.091968894E-01
 1.201543927E+00 9.969373941E-01 3.154961467E-01
 1.201545238E+00 9.973480105E-01 3.219237328E-01
 1.201546669E+00 9.977499247E-01 3.284822702E-01
 1.201547980E+00 9.981426001E-01 3.351744413E-01
 1.201549411E+00 9.985260367E-01 3.420029283E-01
 1.201550841E+00 9.988996983E-01 3.489705622E-01
 1.201552391E+00 9.992633462E-01 3.560801148E-01
 1.201553822E+00 9.996167421E-01 3.633345366E-01
 1.201555371E+00 9.999594092E-01 3.707367480E-01
 1.201557040E+00 1.000291348E+00 3.782897592E-01
 1.201558590E+00 1.000612140E+00 3.859966397E-01
 1.201560259E+00 1.000921726E+00 3.938605487E-01
 1.201561928E+00 1.001219630E+00 4.018846452E-01
 1.201563597E+00 1.001506090E+00 4.100722373E-01
 1.201565385E+00 1.001780748E+00 4.184266329E-01
 1.201567054E+00 1.002043605E+00 4.269512296E-01
 1.201568961E+00 1.002294421E+00 4.356495142E-01
 1.201570749E+00 1.002533078E+00 4.445249736E-01
 1.201572657E+00 1.002759933E+00 4.535812736E-01
 1.201574564E+00 1.002974510E+00 4.628220797E-01
 1.201576591E+00 1.003177166E+00 4.722511470E-01
 1.201578498E+00 1.003367782E+00 4.818722904E-01
 1.201580524E+00 1.003546596E+00 4.916894734E-01
 1.201582670E+00 1.003713369E+00 5.017066598E-01
 1.201584816E+00 1.003868461E+00 5.119279027E-01
 1.201586962E+00 1.004011989E+00 5.223574042E-01
 1.201589227E+00 1.004144073E+00 5.329993963E-01
 1.201591492E+00 1.004264951E+00 5.438581705E-01
 1.201593757E+00 1.004374743E+00 5.549381971E-01
 1.201596141E+00 1.004473805E+00 5.662439466E-01
 1.201598525E+00 1.004562140E+00 5.777800083E-01
 1.201600909E+00 1.004640222E+00 5.895510912E-01
 1.201603413E+00 1.004708290E+00 6.015620232E-01
 1.201606035E+00 1.004766464E+00 6.138176322E-01
 1.201608539E+00 1.004815340E+00 6.263229251E-01
 1.201611280E+00 1.004854918E+00 6.390829682E-01
 1.201613903E+00 1.004885674E+00 6.521030068E-01
 1.201616764E+00 1.004907966E+00 6.653882861E-01
 1.201619506E+00 1.004922152E+00 6.789442301E-01
 1.201622367E+00 1.004928470E+00 6.927763224E-01
 1.201625347E+00 1.004927278E+00 7.068902254E-01
 1.201628327E+00 1.004918933E+00 7.212917209E-01
 1.201631427E+00 1.004903913E+00 7.359865904E-01
 1.201634526E+00 1.004882336E+00 7.509807944E-01
 1.201637745E+00 1.004854798E+00 7.662805319E-01
 1.201640964E+00 1.004821539E+00 7.818919420E-01
 1.201644301E+00 1.004782915E+00 7.978214025E-01
 1.201647639E+00 1.004739165E+00 8.140754104E-01
 1.201651096E+00 1.004690886E+00 8.306605220E-01
 1.201654673E+00 1.004638314E+00 8.475835919E-01
 1.201658249E+00 1.004581571E+00 8.648513556E-01
 1.201661944E+00 1.004521370E+00 8.824709654E-01
 1.201665640E+00 1.004457593E+00 9.004495144E-01
 1.201669455E+00 1.004390836E+00 9.187943339E-01
 1.201673388E+00 1.004321337E+00 9.375129342E-01
 1.201677322E+00 1.004249334E+00 9.566128850E-01
 1.201681376E+00 1.004175067E+00 9.761019349E-01
 1.201685548E+00 1.004098892E+00 9.959880114E-01
 1.201689720E+00 1.004021049E+00 1.016279221E+00
 1.201694012E+00 1.003941894E+00 1.036983848E+00
 1.201698422E+00 1.003861427E+00 1.058110356E+00
 1.201702952E+00 1.003780007E+00 1.079667211E+00
 1.201707482E+00 1.003697872E+00 1.101663232E+00
 1.201712132E+00 1.003615141E+00 1.124107361E+00
 1.201716900E+00 1.003532052E+00 1.147008777E+00
 1.201721787E+00 1.003448725E+00 1.170376778E+00
 1.201726794E+00 1.003365517E+00 1.194220901E+00
 1.201731801E+00 1.003282309E+00 1.218550682E+00
 1.201736927E+00 1.003199458E+00 1.243376255E+00
 1.201742291E+00 1.003116965E+00 1.268707514E+00
 1.201747656E+00 1.003035069E+00 1.294554830E+00
 1.201753139E+00 1.002953768E+00 1.320928812E+00
 1.201758742E+00 1.002873302E+00 1.347840071E+00
 1.201764464E+00 1.002793670E+00 1.375299573E+00
 1.201770306E+00 1.002714992E+00 1.403318524E+00
 1.201776266E+00 1.002637506E+00 1.431908250E+00
 1.201782227E+00 1.002560973E+00 1.461080432E+00
 1.201788425E+00 1.002485752E+00 1.490846992E+00
 1.201794744E+00 1.002411604E+00 1.521220088E+00
 1.201801300E+00 1.002338886E+00 1.552211761E+00
 1.201807857E+00 1.002267599E+00 1.583835006E+00
 1.201814532E+00 1.002197504E+00 1.616102457E+00
 1.201821446E+00 1.002128959E+00 1.649027228E+00
 1.201828361E+00 1.002061725E+00 1.682622790E+00
 1.201835513E+00 1.001996040E+00 1.716902852E+00
 1.201842785E+00 1.001931906E+00 1.751881242E+00
 1.201850176E+00 1.001869202E+00 1.787572384E+00
 1.201857805E+00 1.001807928E+00 1.823990464E+00
 1.201865554E+00 1.001748323E+00 1.861150622E+00
 1.201873422E+00 1.001690269E+00 1.899067760E+00
 1.201881409E+00 1.001633525E+00 1.937757492E+00
 1.201889634E+00 1.001578450E+00 1.977235317E+00
 1.201898098E+00 1.001524806E+00 2.017517567E+00
 1.201906562E+00 1.001472712E+00 2.058620453E+00
 1.201915383E+00 1.001422167E+00 2.100560665E+00
 1.201924205E+00 1.001373053E+00 2.143355370E+00
 1.201933384E+00 1.001325369E+00 2.187021732E+00
 1.201942563E+00 1.001279116E+00 2.231577873E+00
 1.201952100E+00 1.001234412E+00 2.277041912E+00
 1.201961756E+00 1.001191020E+00 2.323431969E+00
 1.201971531E+00 1.001149058E+00 2.370767117E+00
 1.201981664E+00 1.001108408E+00 2.419066668E+00
 1.201991916E+00 1.001069188E+00 2.468350410E+00
 1.202002287E+00 1.001031160E+00 2.518637896E+00
 1.202013016E+00 1.000994563E+00 2.569950104E+00
 1.202023864E+00 1.000959158E+00 2.622307777E+00
 1.202035069E+00 1.000925183E+00 2.675731897E+00
 1.202046394E+00 1.000892282E+00 2.730244637E+00
 1.202057958E+00 1.000860691E+00 2.785867691E+00
 1.202069759E+00 1.000830293E+00 2.842624187E+00
 1.202081800E+00 1.000800967E+00 2.900536776E+00
 1.202094078E+00 1.000772834E+00 2.959629536E+00
 1.202106595E+00 1.000745893E+00 3.019925833E+00
 1.202119470E+00 1.000719905E+00 3.081450701E+00
 1.202132463E+00 1.000695229E+00 3.144229174E+00
 1.202145815E+00 1.000671506E+00 3.208286524E+00
 1.202159405E+00 1.000648856E+00 3.273648739E+00
 1.202173352E+00 1.000627279E+00 3.340342760E+00
 1.202187419E+00 1.000606775E+00 3.408395529E+00
 1.202201962E+00 1.000587106E+00 3.477834702E+00
 1.202216625E+00 1.000568628E+00 3.548688412E+00
 1.202231646E+00 1.000550985E+00 3.620985746E+00
 1.202247024E+00 1.000534415E+00 3.694756031E+00
 1.202262759E+00 1.000518799E+00 3.770029306E+00
 1.202278733E+00 1.000504255E+00 3.846836090E+00
 1.202294946E+00 1.000490546E+00 3.925207615E+00
 1.202311635E+00 1.000477910E+00 4.005175591E+00
 1.202328563E+00 1.000466228E+00 4.086772919E+00
 1.202345967E+00 1.000455499E+00 4.170032978E+00
 1.202363610E+00 1.000445843E+00 4.254988670E+00
 1.202381611E+00 1.000437140E+00 4.341675758E+00
 1.202400088E+00 1.000429511E+00 4.430128574E+00
 1.202418804E+00 1.000422835E+00 4.520383358E+00
 1.202437997E+00 1.000417352E+00 4.612476826E+00
 1.202457547E+00 1.000413060E+00 4.706446648E+00
 1.202477455E+00 1.000409842E+00 4.802330971E+00
 1.202497840E+00 1.000407934E+00 4.900168896E+00
 1.202518582E+00 1.000407338E+00 5.000000000E+00
